EventInstanceID,EventDefinitionID,EventDateTimeStart,EventDateTimeEnd,EventLocation,EventCapacity,EventRegistrationDeadline
EI245,ED3,2025-08-12 10:00:00,2025-08-12 12:00:00,Ella Rises HQ,100,2025-08-05 10:00:00
EI246,ED7,2025-06-15 10:00:00,2025-06-15 12:00:00,Art Studio 2,100,2025-06-08 10:00:00
EI247,ED2,2024-08-31 10:00:00,2024-08-31 12:00:00,Virtual Zoom,100,2024-08-24 10:00:00
EI248,ED6,2023-09-13 10:00:00,2023-09-13 12:00:00,Virtual Zoom,100,2023-09-06 10:00:00
EI249,ED5,2022-06-09 10:00:00,2022-06-09 12:00:00,Ella Rises HQ,100,2022-06-02 10:00:00
EI250,ED2,2023-12-30 10:00:00,2023-12-30 12:00:00,Virtual Zoom,100,2023-12-23 10:00:00
EI251,ED6,2025-01-22 10:00:00,2025-01-22 12:00:00,Local Library,100,2025-01-15 10:00:00
EI252,ED7,2024-07-15 10:00:00,2024-07-15 12:00:00,Virtual Zoom,100,2024-07-08 10:00:00
EI253,ED2,2023-07-08 10:00:00,2023-07-08 12:00:00,Ella Rises HQ,100,2023-07-01 10:00:00
EI254,ED3,2024-03-19 10:00:00,2024-03-19 12:00:00,Ella Rises HQ,100,2024-03-12 10:00:00
EI255,ED8,2023-12-01 10:00:00,2023-12-01 12:00:00,Local Library,100,2023-11-24 10:00:00
EI256,ED1,2025-04-13 10:00:00,2025-04-13 12:00:00,Local Library,100,2025-04-06 10:00:00
EI257,ED2,2023-04-29 10:00:00,2023-04-29 12:00:00,Local Library,100,2023-04-22 10:00:00
EI258,ED3,2024-01-02 10:00:00,2024-01-02 12:00:00,Virtual Zoom,100,2023-12-26 10:00:00
EI259,ED5,2023-05-18 10:00:00,2023-05-18 12:00:00,Art Studio 2,100,2023-05-11 10:00:00
EI260,ED3,2021-11-09 10:00:00,2021-11-09 12:00:00,Art Studio 2,100,2021-11-02 10:00:00
EI261,ED10,2022-06-15 10:00:00,2022-06-15 12:00:00,Virtual Zoom,100,2022-06-08 10:00:00
EI262,ED2,2023-02-04 10:00:00,2023-02-04 12:00:00,Community Center Room A,100,2023-01-28 10:00:00
EI263,ED8,2025-01-24 10:00:00,2025-01-24 12:00:00,Ella Rises HQ,100,2025-01-17 10:00:00
EI264,ED5,2023-06-15 10:00:00,2023-06-15 12:00:00,Ella Rises HQ,100,2023-06-08 10:00:00
EI265,ED6,2022-06-22 10:00:00,2022-06-22 12:00:00,Local Library,100,2022-06-15 10:00:00
EI266,ED6,2023-08-16 10:00:00,2023-08-16 12:00:00,Community Center Room A,100,2023-08-09 10:00:00
EI267,ED6,2023-08-23 10:00:00,2023-08-23 12:00:00,Ella Rises HQ,100,2023-08-16 10:00:00
EI268,ED3,2025-04-08 10:00:00,2025-04-08 12:00:00,Local Library,100,2025-04-01 10:00:00
EI269,ED1,2025-07-13 10:00:00,2025-07-13 12:00:00,Ella Rises HQ,100,2025-07-06 10:00:00
EI270,ED5,2024-06-06 10:00:00,2024-06-06 12:00:00,Art Studio 2,100,2024-05-30 10:00:00
EI271,ED5,2024-08-22 10:00:00,2024-08-22 12:00:00,Virtual Zoom,100,2024-08-15 10:00:00
EI272,ED1,2023-01-22 10:00:00,2023-01-22 12:00:00,Art Studio 2,100,2023-01-15 10:00:00
EI273,ED1,2025-08-03 10:00:00,2025-08-03 12:00:00,Virtual Zoom,100,2025-07-27 10:00:00
EI274,ED1,2025-02-16 10:00:00,2025-02-16 12:00:00,Art Studio 2,100,2025-02-09 10:00:00
EI275,ED5,2023-12-28 10:00:00,2023-12-28 12:00:00,Ella Rises HQ,100,2023-12-21 10:00:00
EI276,ED3,2022-11-29 10:00:00,2022-11-29 12:00:00,Community Center Room A,100,2022-11-22 10:00:00
EI277,ED1,2023-08-06 10:00:00,2023-08-06 12:00:00,Ella Rises HQ,100,2023-07-30 10:00:00
EI278,ED7,2022-08-15 10:00:00,2022-08-15 12:00:00,Ella Rises HQ,100,2022-08-08 10:00:00
EI279,ED2,2023-12-23 10:00:00,2023-12-23 12:00:00,Virtual Zoom,100,2023-12-16 10:00:00
EI280,ED1,2022-09-18 10:00:00,2022-09-18 12:00:00,Virtual Zoom,100,2022-09-11 10:00:00
EI281,ED1,2024-01-21 10:00:00,2024-01-21 12:00:00,Art Studio 2,100,2024-01-14 10:00:00
EI282,ED8,2023-02-24 10:00:00,2023-02-24 12:00:00,Virtual Zoom,100,2023-02-17 10:00:00
EI283,ED3,2023-03-28 10:00:00,2023-03-28 12:00:00,Virtual Zoom,100,2023-03-21 10:00:00
EI284,ED4,2022-12-15 10:00:00,2022-12-15 12:00:00,Community Center Room A,100,2022-12-08 10:00:00
EI285,ED3,2024-11-19 10:00:00,2024-11-19 12:00:00,Ella Rises HQ,100,2024-11-12 10:00:00
EI286,ED3,2022-04-05 10:00:00,2022-04-05 12:00:00,Virtual Zoom,100,2022-03-29 10:00:00
EI287,ED1,2025-03-02 10:00:00,2025-03-02 12:00:00,Ella Rises HQ,100,2025-02-23 10:00:00
EI288,ED8,2025-01-03 10:00:00,2025-01-03 12:00:00,Art Studio 2,100,2024-12-27 10:00:00
EI289,ED2,2023-09-16 10:00:00,2023-09-16 12:00:00,Art Studio 2,100,2023-09-09 10:00:00
EI290,ED2,2022-11-12 10:00:00,2022-11-12 12:00:00,Local Library,100,2022-11-05 10:00:00
EI291,ED8,2023-08-04 10:00:00,2023-08-04 12:00:00,Community Center Room A,100,2023-07-28 10:00:00
EI292,ED6,2025-05-21 10:00:00,2025-05-21 12:00:00,Local Library,100,2025-05-14 10:00:00
EI293,ED2,2022-09-10 10:00:00,2022-09-10 12:00:00,Local Library,100,2022-09-03 10:00:00
EI294,ED2,2025-10-04 10:00:00,2025-10-04 12:00:00,Local Library,100,2025-09-27 10:00:00
EI295,ED1,2024-07-14 10:00:00,2024-07-14 12:00:00,Ella Rises HQ,100,2024-07-07 10:00:00
EI296,ED2,2025-09-20 10:00:00,2025-09-20 12:00:00,Ella Rises HQ,100,2025-09-13 10:00:00
EI297,ED8,2023-03-10 10:00:00,2023-03-10 12:00:00,Community Center Room A,100,2023-03-03 10:00:00
EI298,ED6,2022-06-08 10:00:00,2022-06-08 12:00:00,Local Library,100,2022-06-01 10:00:00
EI299,ED10,2024-06-15 10:00:00,2024-06-15 12:00:00,Community Center Room A,100,2024-06-08 10:00:00
EI300,ED8,2025-05-02 10:00:00,2025-05-02 12:00:00,Ella Rises HQ,100,2025-04-25 10:00:00
EI301,ED4,2024-01-15 10:00:00,2024-01-15 12:00:00,Ella Rises HQ,100,2024-01-08 10:00:00
EI302,ED6,2022-11-02 10:00:00,2022-11-02 12:00:00,Ella Rises HQ,100,2022-10-26 10:00:00
EI303,ED5,2025-09-11 10:00:00,2025-09-11 12:00:00,Art Studio 2,100,2025-09-04 10:00:00
EI304,ED8,2025-03-28 10:00:00,2025-03-28 12:00:00,Art Studio 2,100,2025-03-21 10:00:00
EI305,ED7,2025-03-15 10:00:00,2025-03-15 12:00:00,Virtual Zoom,100,2025-03-08 10:00:00
EI306,ED7,2024-06-15 10:00:00,2024-06-15 12:00:00,Local Library,100,2024-06-08 10:00:00
EI307,ED1,2023-04-30 10:00:00,2023-04-30 12:00:00,Local Library,100,2023-04-23 10:00:00
EI308,ED1,2023-01-29 10:00:00,2023-01-29 12:00:00,Virtual Zoom,100,2023-01-22 10:00:00
EI309,ED5,2023-08-24 10:00:00,2023-08-24 12:00:00,Community Center Room A,100,2023-08-17 10:00:00
EI310,ED4,2022-08-15 10:00:00,2022-08-15 12:00:00,Community Center Room A,100,2022-08-08 10:00:00
EI311,ED7,2023-04-15 10:00:00,2023-04-15 12:00:00,Virtual Zoom,100,2023-04-08 10:00:00
EI312,ED10,2022-11-15 10:00:00,2022-11-15 12:00:00,Virtual Zoom,100,2022-11-08 10:00:00
EI313,ED3,2025-10-21 10:00:00,2025-10-21 12:00:00,Ella Rises HQ,100,2025-10-14 10:00:00
EI314,ED6,2022-06-29 10:00:00,2022-06-29 12:00:00,Community Center Room A,100,2022-06-22 10:00:00
EI315,ED5,2025-04-17 10:00:00,2025-04-17 12:00:00,Community Center Room A,100,2025-04-10 10:00:00
EI316,ED1,2024-11-03 10:00:00,2024-11-03 12:00:00,Virtual Zoom,100,2024-10-27 10:00:00
EI317,ED5,2025-04-24 10:00:00,2025-04-24 12:00:00,Local Library,100,2025-04-17 10:00:00
EI318,ED5,2023-05-11 10:00:00,2023-05-11 12:00:00,Ella Rises HQ,100,2023-05-04 10:00:00
EI319,ED1,2025-03-23 10:00:00,2025-03-23 12:00:00,Ella Rises HQ,100,2025-03-16 10:00:00
EI320,ED1,2025-04-27 10:00:00,2025-04-27 12:00:00,Virtual Zoom,100,2025-04-20 10:00:00
EI321,ED8,2025-05-30 10:00:00,2025-05-30 12:00:00,Ella Rises HQ,100,2025-05-23 10:00:00
EI322,ED8,2024-08-16 10:00:00,2024-08-16 12:00:00,Local Library,100,2024-08-09 10:00:00
EI323,ED2,2024-04-06 10:00:00,2024-04-06 12:00:00,Local Library,100,2024-03-30 10:00:00
EI324,ED6,2022-01-26 10:00:00,2022-01-26 12:00:00,Ella Rises HQ,100,2022-01-19 10:00:00
EI325,ED2,2024-03-09 10:00:00,2024-03-09 12:00:00,Art Studio 2,100,2024-03-02 10:00:00
EI326,ED5,2025-06-26 10:00:00,2025-06-26 12:00:00,Community Center Room A,100,2025-06-19 10:00:00
EI327,ED11,2023-06-15 10:00:00,2023-06-15 12:00:00,Community Center Room A,100,2023-06-08 10:00:00
EI328,ED8,2022-10-14 10:00:00,2022-10-14 12:00:00,Community Center Room A,100,2022-10-07 10:00:00
EI329,ED2,2025-07-19 10:00:00,2025-07-19 12:00:00,Local Library,100,2025-07-12 10:00:00
EI330,ED10,2025-10-15 10:00:00,2025-10-15 12:00:00,Local Library,100,2025-10-08 10:00:00
EI331,ED1,2024-07-07 10:00:00,2024-07-07 12:00:00,Community Center Room A,100,2024-06-30 10:00:00
EI332,ED2,2021-11-27 10:00:00,2021-11-27 12:00:00,Ella Rises HQ,100,2021-11-20 10:00:00
EI333,ED1,2022-10-23 10:00:00,2022-10-23 12:00:00,Local Library,100,2022-10-16 10:00:00
EI334,ED8,2023-09-22 10:00:00,2023-09-22 12:00:00,Community Center Room A,100,2023-09-15 10:00:00
EI335,ED1,2022-03-20 10:00:00,2022-03-20 12:00:00,Local Library,100,2022-03-13 10:00:00
EI336,ED9,2025-06-15 10:00:00,2025-06-15 12:00:00,Art Studio 2,100,2025-06-08 10:00:00
EI337,ED3,2025-04-15 10:00:00,2025-04-15 12:00:00,Ella Rises HQ,100,2025-04-08 10:00:00
EI338,ED6,2023-05-03 10:00:00,2023-05-03 12:00:00,Ella Rises HQ,100,2023-04-26 10:00:00
EI339,ED5,2022-03-24 10:00:00,2022-03-24 12:00:00,Ella Rises HQ,100,2022-03-17 10:00:00
EI340,ED3,2024-01-23 10:00:00,2024-01-23 12:00:00,Art Studio 2,100,2024-01-16 10:00:00
EI341,ED5,2023-11-16 10:00:00,2023-11-16 12:00:00,Art Studio 2,100,2023-11-09 10:00:00
EI342,ED7,2023-06-15 10:00:00,2023-06-15 12:00:00,Virtual Zoom,100,2023-06-08 10:00:00
EI343,ED3,2022-06-28 10:00:00,2022-06-28 12:00:00,Ella Rises HQ,100,2022-06-21 10:00:00
EI344,ED3,2024-08-27 10:00:00,2024-08-27 12:00:00,Art Studio 2,100,2024-08-20 10:00:00
EI345,ED6,2025-06-25 10:00:00,2025-06-25 12:00:00,Virtual Zoom,100,2025-06-18 10:00:00
EI346,ED2,2025-01-18 10:00:00,2025-01-18 12:00:00,Art Studio 2,100,2025-01-11 10:00:00
EI347,ED6,2025-10-15 10:00:00,2025-10-15 12:00:00,Community Center Room A,100,2025-10-08 10:00:00
EI348,ED1,2022-05-22 10:00:00,2022-05-22 12:00:00,Community Center Room A,100,2022-05-15 10:00:00
EI349,ED1,2023-12-24 10:00:00,2023-12-24 12:00:00,Ella Rises HQ,100,2023-12-17 10:00:00
EI350,ED3,2024-02-27 10:00:00,2024-02-27 12:00:00,Virtual Zoom,100,2024-02-20 10:00:00
EI351,ED6,2024-09-25 10:00:00,2024-09-25 12:00:00,Virtual Zoom,100,2024-09-18 10:00:00
EI352,ED3,2022-04-19 10:00:00,2022-04-19 12:00:00,Community Center Room A,100,2022-04-12 10:00:00
EI353,ED3,2022-04-12 10:00:00,2022-04-12 12:00:00,Community Center Room A,100,2022-04-05 10:00:00
EI354,ED6,2023-12-06 10:00:00,2023-12-06 12:00:00,Local Library,100,2023-11-29 10:00:00
EI355,ED2,2024-11-02 10:00:00,2024-11-02 12:00:00,Art Studio 2,100,2024-10-26 10:00:00
EI356,ED2,2025-03-08 10:00:00,2025-03-08 12:00:00,Virtual Zoom,100,2025-03-01 10:00:00
EI357,ED6,2021-12-22 10:00:00,2021-12-22 12:00:00,Local Library,100,2021-12-15 10:00:00
EI358,ED8,2024-05-17 10:00:00,2024-05-17 12:00:00,Local Library,100,2024-05-10 10:00:00
EI359,ED7,2025-04-15 10:00:00,2025-04-15 12:00:00,Local Library,100,2025-04-08 10:00:00
EI360,ED5,2024-08-08 10:00:00,2024-08-08 12:00:00,Virtual Zoom,100,2024-08-01 10:00:00
EI361,ED8,2022-07-22 10:00:00,2022-07-22 12:00:00,Virtual Zoom,100,2022-07-15 10:00:00
EI362,ED3,2024-09-17 10:00:00,2024-09-17 12:00:00,Ella Rises HQ,100,2024-09-10 10:00:00
EI363,ED8,2023-12-08 10:00:00,2023-12-08 12:00:00,Virtual Zoom,100,2023-12-01 10:00:00
EI364,ED1,2023-04-16 10:00:00,2023-04-16 12:00:00,Local Library,100,2023-04-09 10:00:00
EI365,ED1,2023-03-19 10:00:00,2023-03-19 12:00:00,Local Library,100,2023-03-12 10:00:00
EI366,ED6,2022-09-14 10:00:00,2022-09-14 12:00:00,Art Studio 2,100,2022-09-07 10:00:00
EI367,ED3,2023-02-14 10:00:00,2023-02-14 12:00:00,Ella Rises HQ,100,2023-02-07 10:00:00
EI368,ED3,2022-03-29 10:00:00,2022-03-29 12:00:00,Local Library,100,2022-03-22 10:00:00
EI369,ED8,2022-03-04 10:00:00,2022-03-04 12:00:00,Virtual Zoom,100,2022-02-25 10:00:00
EI370,ED1,2022-01-30 10:00:00,2022-01-30 12:00:00,Ella Rises HQ,100,2022-01-23 10:00:00
EI371,ED3,2022-05-10 10:00:00,2022-05-10 12:00:00,Local Library,100,2022-05-03 10:00:00
EI372,ED3,2024-08-13 10:00:00,2024-08-13 12:00:00,Ella Rises HQ,100,2024-08-06 10:00:00
EI373,ED1,2024-04-28 10:00:00,2024-04-28 12:00:00,Local Library,100,2024-04-21 10:00:00
EI374,ED3,2023-05-02 10:00:00,2023-05-02 12:00:00,Community Center Room A,100,2023-04-25 10:00:00
EI375,ED8,2025-08-01 10:00:00,2025-08-01 12:00:00,Local Library,100,2025-07-25 10:00:00
EI376,ED8,2025-08-29 10:00:00,2025-08-29 12:00:00,Virtual Zoom,100,2025-08-22 10:00:00
EI377,ED6,2024-10-02 10:00:00,2024-10-02 12:00:00,Local Library,100,2024-09-25 10:00:00
EI378,ED6,2022-12-21 10:00:00,2022-12-21 12:00:00,Ella Rises HQ,100,2022-12-14 10:00:00
EI379,ED3,2023-12-05 10:00:00,2023-12-05 12:00:00,Local Library,100,2023-11-28 10:00:00
EI380,ED2,2025-06-28 10:00:00,2025-06-28 12:00:00,Art Studio 2,100,2025-06-21 10:00:00
EI381,ED8,2024-06-14 10:00:00,2024-06-14 12:00:00,Local Library,100,2024-06-07 10:00:00
EI382,ED8,2024-06-07 10:00:00,2024-06-07 12:00:00,Art Studio 2,100,2024-05-31 10:00:00
EI383,ED11,2022-06-15 10:00:00,2022-06-15 12:00:00,Ella Rises HQ,100,2022-06-08 10:00:00
EI384,ED1,2024-12-29 10:00:00,2024-12-29 12:00:00,Ella Rises HQ,100,2024-12-22 10:00:00
EI385,ED1,2024-07-28 10:00:00,2024-07-28 12:00:00,Community Center Room A,100,2024-07-21 10:00:00
EI386,ED2,2023-01-21 10:00:00,2023-01-21 12:00:00,Local Library,100,2023-01-14 10:00:00
EI387,ED2,2025-08-02 10:00:00,2025-08-02 12:00:00,Community Center Room A,100,2025-07-26 10:00:00
EI388,ED3,2022-01-18 10:00:00,2022-01-18 12:00:00,Art Studio 2,100,2022-01-11 10:00:00
EI389,ED3,2025-07-29 10:00:00,2025-07-29 12:00:00,Virtual Zoom,100,2025-07-22 10:00:00
EI390,ED5,2023-01-12 10:00:00,2023-01-12 12:00:00,Community Center Room A,100,2023-01-05 10:00:00
EI391,ED10,2024-05-15 10:00:00,2024-05-15 12:00:00,Community Center Room A,100,2024-05-08 10:00:00
EI392,ED1,2022-03-13 10:00:00,2022-03-13 12:00:00,Art Studio 2,100,2022-03-06 10:00:00
EI393,ED8,2022-08-12 10:00:00,2022-08-12 12:00:00,Art Studio 2,100,2022-08-05 10:00:00
EI394,ED6,2022-04-06 10:00:00,2022-04-06 12:00:00,Local Library,100,2022-03-30 10:00:00
EI395,ED3,2023-08-15 10:00:00,2023-08-15 12:00:00,Ella Rises HQ,100,2023-08-08 10:00:00
EI396,ED3,2023-07-18 10:00:00,2023-07-18 12:00:00,Local Library,100,2023-07-11 10:00:00
EI397,ED2,2025-10-25 10:00:00,2025-10-25 12:00:00,Ella Rises HQ,100,2025-10-18 10:00:00
EI398,ED3,2025-03-04 10:00:00,2025-03-04 12:00:00,Art Studio 2,100,2025-02-25 10:00:00
EI399,ED10,2023-03-15 10:00:00,2023-03-15 12:00:00,Art Studio 2,100,2023-03-08 10:00:00
EI400,ED1,2022-05-29 10:00:00,2022-05-29 12:00:00,Virtual Zoom,100,2022-05-22 10:00:00
EI401,ED5,2025-05-15 10:00:00,2025-05-15 12:00:00,Virtual Zoom,100,2025-05-08 10:00:00
EI402,ED5,2023-08-10 10:00:00,2023-08-10 12:00:00,Ella Rises HQ,100,2023-08-03 10:00:00
EI403,ED3,2024-05-28 10:00:00,2024-05-28 12:00:00,Virtual Zoom,100,2024-05-21 10:00:00
EI404,ED3,2023-01-17 10:00:00,2023-01-17 12:00:00,Ella Rises HQ,100,2023-01-10 10:00:00
EI405,ED5,2025-03-13 10:00:00,2025-03-13 12:00:00,Virtual Zoom,100,2025-03-06 10:00:00
EI406,ED1,2025-05-11 10:00:00,2025-05-11 12:00:00,Community Center Room A,100,2025-05-04 10:00:00
EI407,ED3,2023-06-13 10:00:00,2023-06-13 12:00:00,Art Studio 2,100,2023-06-06 10:00:00
EI408,ED10,2022-08-15 10:00:00,2022-08-15 12:00:00,Virtual Zoom,100,2022-08-08 10:00:00
EI409,ED10,2024-09-15 10:00:00,2024-09-15 12:00:00,Art Studio 2,100,2024-09-08 10:00:00
EI410,ED2,2023-06-03 10:00:00,2023-06-03 12:00:00,Art Studio 2,100,2023-05-27 10:00:00
EI411,ED3,2022-12-06 10:00:00,2022-12-06 12:00:00,Local Library,100,2022-11-29 10:00:00
EI412,ED3,2022-07-12 10:00:00,2022-07-12 12:00:00,Local Library,100,2022-07-05 10:00:00
EI413,ED5,2025-05-01 10:00:00,2025-05-01 12:00:00,Community Center Room A,100,2025-04-24 10:00:00
EI414,ED5,2025-05-08 10:00:00,2025-05-08 12:00:00,Ella Rises HQ,100,2025-05-01 10:00:00
EI415,ED5,2022-05-12 10:00:00,2022-05-12 12:00:00,Ella Rises HQ,100,2022-05-05 10:00:00
EI416,ED1,2022-06-26 10:00:00,2022-06-26 12:00:00,Art Studio 2,100,2022-06-19 10:00:00
EI417,ED1,2025-01-12 10:00:00,2025-01-12 12:00:00,Local Library,100,2025-01-05 10:00:00
EI418,ED5,2022-06-23 10:00:00,2022-06-23 12:00:00,Local Library,100,2022-06-16 10:00:00
EI419,ED3,2024-11-26 10:00:00,2024-11-26 12:00:00,Ella Rises HQ,100,2024-11-19 10:00:00
EI420,ED4,2023-12-15 10:00:00,2023-12-15 12:00:00,Art Studio 2,100,2023-12-08 10:00:00
EI421,ED6,2022-05-18 10:00:00,2022-05-18 12:00:00,Local Library,100,2022-05-11 10:00:00
EI422,ED2,2025-03-15 10:00:00,2025-03-15 12:00:00,Art Studio 2,100,2025-03-08 10:00:00
EI423,ED5,2024-04-25 10:00:00,2024-04-25 12:00:00,Local Library,100,2024-04-18 10:00:00
EI424,ED2,2024-07-20 10:00:00,2024-07-20 12:00:00,Art Studio 2,100,2024-07-13 10:00:00
EI425,ED5,2022-08-18 10:00:00,2022-08-18 12:00:00,Local Library,100,2022-08-11 10:00:00
EI426,ED3,2023-01-03 10:00:00,2023-01-03 12:00:00,Art Studio 2,100,2022-12-27 10:00:00
EI427,ED1,2022-07-31 10:00:00,2022-07-31 12:00:00,Local Library,100,2022-07-24 10:00:00
EI428,ED5,2021-11-11 10:00:00,2021-11-11 12:00:00,Virtual Zoom,100,2021-11-04 10:00:00
EI429,ED2,2024-11-16 10:00:00,2024-11-16 12:00:00,Art Studio 2,100,2024-11-09 10:00:00
EI430,ED3,2023-07-04 10:00:00,2023-07-04 12:00:00,Ella Rises HQ,100,2023-06-27 10:00:00
EI431,ED1,2025-03-30 10:00:00,2025-03-30 12:00:00,Virtual Zoom,100,2025-03-23 10:00:00
EI432,ED1,2023-02-26 10:00:00,2023-02-26 12:00:00,Art Studio 2,100,2023-02-19 10:00:00
EI433,ED1,2025-04-20 10:00:00,2025-04-20 12:00:00,Local Library,100,2025-04-13 10:00:00
EI434,ED1,2024-04-14 10:00:00,2024-04-14 12:00:00,Virtual Zoom,100,2024-04-07 10:00:00
EI435,ED3,2022-03-15 10:00:00,2022-03-15 12:00:00,Ella Rises HQ,100,2022-03-08 10:00:00
EI436,ED6,2024-08-21 10:00:00,2024-08-21 12:00:00,Community Center Room A,100,2024-08-14 10:00:00
EI437,ED6,2022-10-19 10:00:00,2022-10-19 12:00:00,Virtual Zoom,100,2022-10-12 10:00:00
EI438,ED6,2024-09-18 10:00:00,2024-09-18 12:00:00,Virtual Zoom,100,2024-09-11 10:00:00
EI439,ED6,2024-12-04 10:00:00,2024-12-04 12:00:00,Art Studio 2,100,2024-11-27 10:00:00
EI440,ED6,2022-03-09 10:00:00,2022-03-09 12:00:00,Virtual Zoom,100,2022-03-02 10:00:00
EI441,ED1,2023-01-15 10:00:00,2023-01-15 12:00:00,Art Studio 2,100,2023-01-08 10:00:00
EI442,ED7,2022-07-15 10:00:00,2022-07-15 12:00:00,Ella Rises HQ,100,2022-07-08 10:00:00
EI443,ED1,2022-01-23 10:00:00,2022-01-23 12:00:00,Local Library,100,2022-01-16 10:00:00
EI444,ED6,2024-04-17 10:00:00,2024-04-17 12:00:00,Community Center Room A,100,2024-04-10 10:00:00
EI445,ED5,2022-10-27 10:00:00,2022-10-27 12:00:00,Art Studio 2,100,2022-10-20 10:00:00
EI446,ED1,2022-02-06 10:00:00,2022-02-06 12:00:00,Virtual Zoom,100,2022-01-30 10:00:00
EI447,ED8,2023-12-29 10:00:00,2023-12-29 12:00:00,Local Library,100,2023-12-22 10:00:00
EI448,ED1,2025-05-18 10:00:00,2025-05-18 12:00:00,Virtual Zoom,100,2025-05-11 10:00:00
EI449,ED3,2022-12-13 10:00:00,2022-12-13 12:00:00,Art Studio 2,100,2022-12-06 10:00:00
EI450,ED4,2023-04-15 10:00:00,2023-04-15 12:00:00,Ella Rises HQ,100,2023-04-08 10:00:00
EI451,ED2,2023-02-25 10:00:00,2023-02-25 12:00:00,Ella Rises HQ,100,2023-02-18 10:00:00
EI452,ED1,2024-11-24 10:00:00,2024-11-24 12:00:00,Ella Rises HQ,100,2024-11-17 10:00:00
EI453,ED2,2024-04-20 10:00:00,2024-04-20 12:00:00,Ella Rises HQ,100,2024-04-13 10:00:00
EI454,ED2,2024-05-18 10:00:00,2024-05-18 12:00:00,Local Library,100,2024-05-11 10:00:00
EI455,ED7,2025-07-15 10:00:00,2025-07-15 12:00:00,Community Center Room A,100,2025-07-08 10:00:00
EI456,ED5,2023-11-09 10:00:00,2023-11-09 12:00:00,Virtual Zoom,100,2023-11-02 10:00:00
EI457,ED3,2022-07-05 10:00:00,2022-07-05 12:00:00,Ella Rises HQ,100,2022-06-28 10:00:00
EI458,ED2,2024-01-20 10:00:00,2024-01-20 12:00:00,Local Library,100,2024-01-13 10:00:00
EI459,ED8,2024-09-13 10:00:00,2024-09-13 12:00:00,Virtual Zoom,100,2024-09-06 10:00:00
EI460,ED2,2023-10-21 10:00:00,2023-10-21 12:00:00,Local Library,100,2023-10-14 10:00:00
EI461,ED5,2022-12-29 10:00:00,2022-12-29 12:00:00,Local Library,100,2022-12-22 10:00:00
EI462,ED4,2022-01-15 10:00:00,2022-01-15 12:00:00,Art Studio 2,100,2022-01-08 10:00:00
EI463,ED2,2022-01-15 10:00:00,2022-01-15 12:00:00,Ella Rises HQ,100,2022-01-08 10:00:00
EI464,ED7,2025-11-15 10:00:00,2025-11-15 12:00:00,Art Studio 2,100,2025-11-08 10:00:00
EI465,ED4,2025-02-15 10:00:00,2025-02-15 12:00:00,Art Studio 2,100,2025-02-08 10:00:00
EI466,ED5,2022-05-05 10:00:00,2022-05-05 12:00:00,Community Center Room A,100,2022-04-28 10:00:00
EI467,ED1,2023-09-17 10:00:00,2023-09-17 12:00:00,Community Center Room A,100,2023-09-10 10:00:00
EI468,ED8,2024-09-20 10:00:00,2024-09-20 12:00:00,Virtual Zoom,100,2024-09-13 10:00:00
EI469,ED3,2025-03-11 10:00:00,2025-03-11 12:00:00,Art Studio 2,100,2025-03-04 10:00:00
EI470,ED8,2025-06-27 10:00:00,2025-06-27 12:00:00,Ella Rises HQ,100,2025-06-20 10:00:00
EI471,ED3,2024-07-16 10:00:00,2024-07-16 12:00:00,Virtual Zoom,100,2024-07-09 10:00:00
EI472,ED3,2025-08-19 10:00:00,2025-08-19 12:00:00,Community Center Room A,100,2025-08-12 10:00:00
EI473,ED5,2025-01-02 10:00:00,2025-01-02 12:00:00,Art Studio 2,100,2024-12-26 10:00:00
EI474,ED1,2021-12-26 10:00:00,2021-12-26 12:00:00,Virtual Zoom,100,2021-12-19 10:00:00
EI475,ED8,2023-05-26 10:00:00,2023-05-26 12:00:00,Virtual Zoom,100,2023-05-19 10:00:00
EI476,ED2,2024-03-30 10:00:00,2024-03-30 12:00:00,Community Center Room A,100,2024-03-23 10:00:00
EI477,ED6,2024-12-18 10:00:00,2024-12-18 12:00:00,Community Center Room A,100,2024-12-11 10:00:00
EI478,ED2,2022-04-30 10:00:00,2022-04-30 12:00:00,Ella Rises HQ,100,2022-04-23 10:00:00
EI479,ED5,2024-12-19 10:00:00,2024-12-19 12:00:00,Community Center Room A,100,2024-12-12 10:00:00
EI480,ED5,2022-12-08 10:00:00,2022-12-08 12:00:00,Ella Rises HQ,100,2022-12-01 10:00:00
EI481,ED2,2023-02-18 10:00:00,2023-02-18 12:00:00,Community Center Room A,100,2023-02-11 10:00:00
EI482,ED1,2022-02-20 10:00:00,2022-02-20 12:00:00,Art Studio 2,100,2022-02-13 10:00:00
EI483,ED1,2024-06-02 10:00:00,2024-06-02 12:00:00,Art Studio 2,100,2024-05-26 10:00:00
EI484,ED7,2024-02-15 10:00:00,2024-02-15 12:00:00,Ella Rises HQ,100,2024-02-08 10:00:00
EI485,ED8,2023-04-07 10:00:00,2023-04-07 12:00:00,Community Center Room A,100,2023-03-31 10:00:00
EI486,ED8,2022-10-07 10:00:00,2022-10-07 12:00:00,Ella Rises HQ,100,2022-09-30 10:00:00
EI487,ED5,2024-11-28 10:00:00,2024-11-28 12:00:00,Local Library,100,2024-11-21 10:00:00
EI488,ED7,2022-02-15 10:00:00,2022-02-15 12:00:00,Art Studio 2,100,2022-02-08 10:00:00
